ts	imei	mwra	p.android.chrome	p.android.settings	p.android.documentsui	p.system	p.android.externalstorage	p.android.packageinstaller	p.android.gm	p.dogalize	p.olauncher	p.process.gapps	p.google	p.android.defcontainer	p.android.vending	p.simulator	p.gms.persistent	p.katana	p.inputmethod.latin	p.android.gms	p.notifier	p.browser.provider
2018-05-05 21:07:00	863033069630348206	1.00000	11.83260	11.16441	8.89501	15.85670	8.73125	13.56359	7.45179	63.21161	74.43077	34.23060	91.85608	37.63806	72.39821	99.50546	60.73982	87.87408	43.86153	23.56408	24.90634	9.45041
2018-05-05 21:08:00	359043379931766288	0.00000	9.53096	16.12558	10.57149	14.25770	16.58958	12.48853	11.40271	58.93316	60.27487	52.98223	37.40652	58.89505	46.36763	62.92484	62.02959	10.87875	11.61177	51.81368	53.40983	63.95078
2018-05-05 21:09:00	8630330696303481891	1.00000	10.08012	12.86313	16.80999	15.09330	10.47465	10.90022	9.63779	49.72993	57.98088	73.87736	38.92016	77.62917	55.22353	87.26205	33.92763	43.24909	50.59174	35.14874	99.23085	11.91883
2018-05-05 21:10:00	359043379931766296	1.00000	15.18712	10.23935	9.46261	10.25425	13.68632	13.51307	13.03683	42.39666	45.63798	57.01116	91.56654	35.19409	22.95776	90.08002	14.95632	63.05255	80.37067	69.93863	79.36199	80.20984
2018-05-05 21:11:00	8630330696303482121	1.00000	15.61811	14.92891	10.52040	9.41550	13.59581	18.99080	9.44913	50.74911	43.02708	43.65676	16.12523	5.33246	2.71349	36.22321	18.22723	73.47585	0.14052	10.03504	16.94844	94.42634
2018-05-05 21:12:00	3590433799317662006	1.00000	15.81133	12.44199	9.71576	15.60500	11.61230	10.88516	10.40220	72.60438	41.39007	55.82761	80.58310	65.86879	62.27818	32.21390	83.23673	10.79164	25.28158	4.64778	67.58492	71.40089
2018-05-05 21:13:00	3590433799317662220	1.00000	12.59554	8.07803	11.50583	10.28086	7.87431	16.66255	11.75465	46.91341	57.95675	72.70104	26.12602	59.08410	26.74656	11.65551	76.75258	76.85884	3.09484	84.03922	94.38199	32.26386
2018-05-05 21:14:00	8630330696303481339	0.00000	16.68508	13.57530	12.31842	17.49066	8.57530	12.19159	13.03639	57.12208	50.67110	40.34645	17.05781	46.73626	24.52507	80.02330	14.84031	70.63179	54.30415	60.99211	79.14141	49.50068
2018-05-05 21:15:00	359043379931766684	0.00000	15.82253	11.68920	8.37112	14.79809	10.56242	13.45274	8.34060	49.35663	52.43825	20.59161	7.40481	90.47316	42.54509	9.70175	59.91194	48.11440	3.75129	9.43570	64.82350	80.15259
2018-05-05 21:16:00	359043379931766296	0.00000	9.58605	13.64458	10.63542	11.27666	13.54676	14.73150	16.16961	62.32541	41.08552	50.79961	46.10651	29.08626	12.48555	84.71754	69.35933	81.25663	25.11290	36.71984	64.23939	37.66545
2018-05-05 21:17:00	863033069630348271	1.00000	14.41198	10.54620	10.67751	14.09416	8.78992	14.18490	10.68593	76.26785	28.77197	70.67145	55.82637	1.47375	5.17595	20.82805	48.98936	48.27870	21.32095	83.02624	70.76849	3.48490
2018-05-05 21:18:00	863033069630348073	1.00000	14.67882	10.84010	10.59394	13.38172	13.57189	11.86935	14.25741	51.11123	74.23464	41.61728	65.71754	11.39328	74.03466	8.40203	90.87207	25.58110	32.77404	6.00315	38.70431	71.83985
2018-05-05 21:19:00	8630330696303481560	1.00000	8.98297	7.82077	10.77516	14.66266	9.29264	11.04086	10.02674	65.95546	56.17577	37.34948	0.34386	95.45113	49.65292	24.99057	37.04982	28.89519	95.58021	98.35556	17.48727	28.10476
2018-05-05 21:20:00	3590433799317661073	0.00000	15.08707	14.42344	15.59194	11.89477	10.93964	8.31306	14.86810	40.24723	89.27518	69.54014	9.09679	99.26511	23.28080	47.45327	4.55424	69.34892	66.72782	79.48863	13.30694	49.28838
2018-05-05 21:21:00	8630330696303481495	0.00000	17.74959	10.77378	7.91544	12.12729	13.80971	16.00073	10.78588	40.59274	39.72653	56.67206	40.36473	21.76176	0.98452	50.83786	56.53248	4.51390	49.59389	27.06048	51.32614	90.17701
2018-05-05 21:22:00	3590433799317661651	0.00000	7.99448	12.41801	6.32074	12.02335	12.62905	12.70870	11.99534	43.25813	55.79261	27.72823	13.37767	46.01756	75.77111	30.54538	39.65896	36.15641	52.77825	36.39283	88.71147	20.35041
2018-05-05 21:23:00	359043379931766452	1.00000	14.65890	13.02530	12.82292	16.45868	6.58821	13.96240	11.84824	55.53335	42.93469	61.67665	9.41757	50.00665	53.15698	92.54499	61.27066	73.66904	35.16932	90.14821	79.95385	10.43649
2018-05-05 21:24:00	3590433799317662295	1.00000	15.92153	10.89605	9.44650	14.94017	10.81064	14.02840	11.56273	51.29096	64.66900	64.38168	3.43621	5.35737	90.17304	55.28071	52.37056	45.11372	10.23295	50.49677	79.82622	66.15043
2018-05-05 21:25:00	8630330696303481404	1.00000	7.38552	6.18718	14.10789	16.99171	9.38793	15.73100	7.36858	53.36586	64.29030	42.06572	5.49478	2.41307	81.23878	15.81627	63.46257	53.64455	97.71365	12.94077	17.84887	94.02843
2018-05-05 21:26:00	359043379931766817	0.00000	14.08618	16.28449	15.10991	13.69202	11.53311	11.29414	13.52595	70.31891	71.31761	79.14631	11.33208	12.77128	61.78031	72.45188	68.84166	0.37990	99.14685	79.11487	9.78737	61.32745
2018-05-05 21:27:00	359043379931766882	1.00000	14.97068	9.02000	9.11830	13.62182	11.24154	12.51447	10.74739	55.01177	42.59168	57.89114	71.86218	29.03006	8.43113	83.79641	17.47107	19.09588	46.71126	82.46793	37.29061	20.51794
2018-05-05 21:28:00	3590433799317662105	0.00000	11.80440	13.98043	14.70333	11.16384	9.23662	8.08368	14.64685	44.14351	38.83733	30.17371	46.32610	85.96061	31.50687	98.73779	23.52499	44.33220	27.27163	2.39136	58.06831	10.62927
2018-05-05 21:29:00	3590433799317661289	1.00000	12.16193	10.79348	18.12504	11.34151	11.52278	14.82757	11.40040	60.22030	30.07963	57.41809	95.29544	8.12033	19.92270	82.62828	7.06086	0.31246	83.48304	55.84041	65.39534	85.63160
2018-05-05 21:30:00	8630330696303481503	1.00000	15.54845	9.69486	12.42621	13.30926	9.45366	14.65897	11.63900	69.54584	69.82237	34.08980	66.69304	16.62296	6.50589	90.48031	56.17179	84.25611	68.28252	6.57805	41.75499	73.63858
2018-05-05 21:31:00	863033069630348693	0.00000	13.06534	15.04121	9.75251	10.16933	16.12325	14.06758	13.54343	60.93688	49.94253	57.54977	55.83903	76.75079	33.25671	39.09874	84.64853	92.07216	23.53041	84.72368	97.31588	52.59281
2018-05-05 21:32:00	3590433799317661370	1.00000	12.48208	9.04266	11.38497	17.95866	6.16608	12.76129	7.84753	56.27668	37.81222	42.54923	4.28378	23.94401	0.74843	89.35241	18.96434	32.71565	89.21351	27.59968	31.57777	44.53226
2018-05-05 21:33:00	8630330696303481636	0.00000	7.41988	12.42736	10.43420	8.09518	11.13311	13.22742	13.49921	45.10846	57.21145	44.26846	77.16033	93.53969	78.71221	96.18462	9.06185	1.52228	9.43492	27.61875	14.74239	87.88934
2018-05-05 21:34:00	359043379931766502	1.00000	12.34915	11.08507	10.92344	13.84313	8.60527	15.08028	8.46891	46.35604	61.36131	52.96835	37.66318	35.79453	11.15352	18.57646	63.58527	42.83537	64.41841	44.98881	28.57396	91.17133
2018-05-05 21:35:00	8630330696303481347	1.00000	8.72572	11.71798	7.37685	14.93702	14.42730	11.13328	8.92111	55.94645	46.88127	51.86171	62.89125	79.39390	22.98821	77.07455	14.29205	79.41242	32.80857	58.76313	39.16655	32.72039
2018-05-05 21:36:00	863033069630348362	1.00000	7.01873	7.87931	11.26049	15.24599	11.24133	15.38071	8.98768	43.57164	39.28457	50.63729	36.14916	54.66760	34.37119	78.70888	54.77870	35.96867	13.30691	66.64405	32.24561	0.87259
2018-05-05 21:37:00	359043379931766064	0.00000	12.61461	12.62443	11.10874	10.19966	9.81380	13.48269	15.64577	74.71815	45.43376	54.01421	5.20183	2.14550	36.16624	91.95648	88.13788	72.85640	6.57446	96.93916	32.76067	18.52150
2018-05-05 21:38:00	8630330696303481883	1.00000	12.35015	9.44172	11.01030	11.72699	10.97782	14.17959	11.36174	80.58393	22.32685	54.88756	14.47419	48.06412	35.53132	99.66489	52.18368	29.54551	84.37076	30.26739	34.57420	17.72933
2018-05-05 21:39:00	359043379931766502	1.00000	12.27667	13.20392	16.22414	11.20892	8.82212	10.39112	13.77488	63.56624	57.97420	61.46706	88.30886	68.97104	20.12410	48.82305	23.54775	64.47452	57.84476	22.07665	13.28897	30.86040
2018-05-05 21:40:00	863033069630348438	1.00000	11.10702	10.19552	13.17697	16.16053	9.80472	14.82716	10.30268	71.66472	50.75315	42.14671	41.38373	99.03688	83.30335	54.05561	47.74283	28.71385	32.05187	74.60602	86.35658	79.93212
2018-05-05 21:41:00	8630330696303481057	0.00000	11.79125	11.95841	12.60987	10.31407	8.78587	10.93643	17.16362	66.83406	50.29445	31.18822	3.45209	5.61453	22.52158	70.45898	37.17631	38.49329	47.37981	69.35777	55.18234	19.86187
2018-05-05 21:42:00	8630330696303482493	1.00000	10.22668	8.30642	15.99136	14.78591	8.60400	14.40321	9.80427	41.64500	28.34448	72.42498	49.26590	83.61286	4.23860	59.97816	41.32298	44.07193	1.33639	76.68556	85.92033	40.23178
2018-05-05 21:43:00	8630330696303481065	0.00000	10.65134	13.37277	13.50989	13.64284	11.99379	11.43980	13.76689	54.47110	42.14882	74.97376	56.84152	53.32095	48.30718	84.59010	10.79949	67.13279	47.74182	76.41526	18.54960	31.91541
2018-05-05 21:44:00	3590433799317662402	0.00000	11.27648	12.10943	11.88106	10.90075	12.90148	10.26134	13.15338	77.60182	44.24892	42.87944	8.96586	4.34406	58.51272	12.74120	77.16519	37.44360	33.11764	86.61254	77.24943	59.43342
2018-05-05 21:45:00	3590433799317662105	1.00000	15.37685	11.59705	13.39243	13.32555	11.63885	16.63912	11.26924	45.56002	63.74014	41.34395	14.33490	37.47490	20.01591	87.43628	84.08527	35.25083	31.39179	21.79998	37.05610	2.73062
2018-05-05 21:46:00	863033069630348081	1.00000	15.59178	10.74248	8.57498	10.00807	14.58234	16.36975	9.66756	54.44469	38.14730	23.84462	28.52701	9.78845	63.91995	65.25285	8.05338	27.30069	78.83237	88.08687	38.63794	11.54998
2018-05-05 21:47:00	359043379931766338	0.00000	11.81147	14.19063	15.18621	10.63706	11.12552	7.75451	12.42628	43.62660	73.73026	53.53674	8.41468	52.76648	52.10139	56.72024	64.50789	60.08541	34.87148	98.45419	44.38248	86.66372
2018-05-05 21:48:00	8630330696303481818	1.00000	12.35246	9.69106	11.52980	14.64700	8.92523	12.34406	11.02571	76.47063	52.43120	51.21194	42.55981	47.67686	9.66312	25.78521	90.95809	10.70667	85.46867	28.77454	35.20607	75.63409
2018-05-05 21:49:00	8630330696303482386	0.00000	10.61514	11.50266	12.43836	12.74728	9.40821	5.52255	14.00277	38.79659	48.15043	32.69441	57.84442	25.31652	3.73515	15.32470	18.54837	24.66592	96.92038	92.15467	84.74770	15.39354
2018-05-05 21:50:00	359043379931766486	0.00000	8.26291	12.23758	9.03597	13.80681	16.33670	14.18489	8.84712	42.22842	45.64643	37.42383	9.94884	39.29383	71.88762	89.06639	34.00469	13.37650	23.90235	8.13799	38.98864	46.42248
2018-05-05 21:51:00	3590433799317662295	0.00000	15.31489	11.96248	11.80888	9.07040	10.81068	8.80205	13.65246	56.63420	67.94553	58.41766	97.79532	75.94155	32.05060	5.64569	87.26643	30.45971	36.19541	92.34505	33.49282	59.99057
2018-05-05 21:52:00	3590433799317661438	0.00000	9.98787	10.42860	14.55620	14.84320	13.82486	13.87702	10.81389	42.83248	33.53747	53.12619	55.52772	47.90466	93.66461	40.68851	35.07950	60.98953	64.28930	98.34541	51.91296	41.58098
2018-05-05 21:53:00	3590433799317662295	0.00000	10.33741	17.25145	9.07566	10.62341	15.17554	12.98173	11.96492	51.73898	49.50573	43.55935	6.34558	20.69632	38.78876	21.34050	61.95111	36.58051	71.49920	12.50451	61.74985	28.24112
2018-05-05 21:54:00	8630330696303481917	1.00000	11.63024	10.11979	8.21447	13.31313	9.79532	13.83136	9.06399	46.94271	64.42319	34.11911	73.24549	30.36295	1.23098	69.24942	29.39789	39.26534	75.92298	36.95582	97.98156	20.88328
2018-05-05 21:55:00	8630330696303482204	0.00000	12.31419	11.17194	10.80016	6.13139	11.20085	14.84254	19.23325	61.85785	57.89987	63.43810	52.44700	51.39785	94.37414	41.28290	12.68540	46.77789	54.21487	67.46316	93.09217	81.15106
2018-05-05 21:56:00	359043379931766114	0.00000	10.73910	15.60833	9.52108	9.41555	13.75424	14.18828	16.31281	49.67104	53.91370	55.24237	77.81578	14.03639	84.66188	25.92882	4.39397	87.63022	93.12600	33.37478	54.78231	91.77732
2018-05-05 21:57:00	3590433799317662022	1.00000	16.36001	10.25060	10.10263	13.30280	12.49066	15.62383	10.73772	73.11038	50.84633	58.31351	12.28398	11.39807	34.08627	36.58826	21.64496	17.47577	4.42323	8.60697	16.91692	81.83248
2018-05-05 21:58:00	8630330696303482212	1.00000	12.06082	15.75385	15.25122	13.46447	8.96620	14.59218	11.07175	72.42116	57.35065	84.69085	8.85236	39.48107	55.16053	32.17768	80.79843	74.63227	89.07832	76.55387	63.89951	54.55979
2018-05-05 21:59:00	863033069630348768	1.00000	15.73895	11.21966	11.97147	13.08581	8.24848	15.42143	12.05085	44.29666	58.18096	52.90400	95.71562	86.31955	43.08037	67.73102	25.88311	85.54895	57.89668	26.86856	89.42377	74.68546
2018-05-05 22:00:00	8630330696303481206	1.00000	18.02419	12.70890	9.28257	9.57957	11.66832	17.07336	12.25455	35.14984	64.02584	50.69352	56.60695	12.26549	97.50486	5.63939	18.47978	74.81989	99.24116	26.30449	37.07040	64.08758
2018-05-05 22:01:00	8630330696303482303	1.00000	14.38197	12.67333	11.79497	15.17327	10.40568	10.80377	7.24543	42.79558	46.27257	44.52739	58.73221	41.01131	95.70341	27.40605	50.44475	42.77933	64.13065	43.97501	53.57664	14.34554
2018-05-05 22:02:00	359043379931766726	0.00000	12.57234	8.52084	10.02612	14.89966	7.80983	13.49893	9.41161	64.96954	27.13295	56.78955	5.37332	78.57588	46.00541	62.12203	29.97298	13.00142	71.21916	80.53238	42.26279	71.68606
2018-05-05 22:03:00	863033069630348420	1.00000	13.08882	10.65286	9.79550	16.65474	12.55188	11.83353	9.41204	64.32007	69.25776	35.02127	3.07943	22.62795	68.82046	5.34638	60.71954	91.44208	32.74843	1.40681	72.98707	91.50713
2018-05-05 22:04:00	863033069630348610	1.00000	14.66857	8.13294	8.99615	11.57628	6.39349	15.13297	11.27933	50.32929	59.07955	29.80411	7.79277	52.80447	51.79734	59.81754	43.86355	78.78037	14.39377	42.25688	25.81315	12.45487
2018-05-05 22:05:00	359043379931766908	0.00000	13.22893	14.81109	11.86887	12.72140	13.39159	12.97330	15.53500	58.98499	59.99276	51.62351	90.79675	42.39565	43.08796	27.12110	7.84444	71.80796	14.61080	43.75821	99.65179	86.94192
2018-05-05 22:06:00	863033069630348792	0.00000	17.90612	16.11449	14.32278	8.81360	12.70655	10.33986	10.91936	60.58554	48.41872	63.44141	96.04509	76.56692	96.95524	91.05244	63.30658	14.76597	80.66855	90.30323	98.81244	36.25782
2018-05-05 22:07:00	8630330696303482469	1.00000	15.72762	12.55381	10.00184	14.52242	10.31660	15.46909	9.55966	53.31523	53.67583	47.48662	75.70092	91.38253	56.28245	98.49270	11.46744	94.64738	25.40711	38.36329	41.40169	2.99422
2018-05-05 22:08:00	8630330696303481396	1.00000	12.48828	12.00763	12.03958	13.78330	8.67648	14.24070	8.89476	27.76809	62.95200	42.96627	66.87396	44.00313	61.03844	23.90750	25.10491	57.75679	80.48236	96.19011	77.85534	7.42533
2018-05-05 22:09:00	8630330696303482469	0.00000	12.60773	11.51338	13.15349	11.72628	12.65600	7.60126	14.37242	72.03888	57.14888	32.09620	1.81023	8.87358	42.74627	86.37019	12.17976	61.84330	90.49108	78.86983	56.27295	5.08046
2018-05-05 22:10:00	359043379931766924	0.00000	11.39132	10.52805	10.93955	7.64353	14.74367	14.24575	17.45329	36.51091	45.61846	57.75150	36.52347	82.39016	91.00761	29.57561	60.07342	94.93205	95.07039	38.62468	69.08962	98.42032
2018-05-05 22:11:00	8630330696303481917	1.00000	10.84669	16.23671	12.82202	13.82648	7.73011	13.24405	6.25662	53.11525	70.07390	46.80107	93.68953	76.20659	99.15850	58.44309	47.95973	82.62861	20.11799	80.74719	25.10134	17.73564
2018-05-05 22:12:00	863033069630348479	1.00000	16.08764	11.65859	10.88079	14.37950	11.36369	13.61886	12.48135	59.11024	81.10149	61.16645	30.78307	25.92154	29.17970	38.35345	76.16502	17.38429	86.99529	77.70747	5.38331	62.48487
2018-05-05 22:13:00	359043379931766304	1.00000	9.71107	14.28893	17.76975	12.51285	8.06885	14.98330	11.21251	70.20152	49.66754	54.30243	66.89048	76.17819	52.55105	43.40088	39.84918	50.33821	48.52651	7.19844	52.32152	91.27026
2018-05-05 22:14:00	8630330696303482485	1.00000	13.74605	11.36764	10.89533	12.49733	8.37894	12.95672	15.68080	38.67965	45.11651	69.44329	46.37254	14.63803	11.11675	61.45937	94.57402	58.96178	6.27765	93.57533	29.94890	0.22978
2018-05-05 22:15:00	8630330696303481362	0.00000	11.78389	11.74353	10.95777	10.43387	9.27194	12.19890	12.44206	54.56069	55.04914	65.70399	7.76923	48.99224	30.89821	82.06702	75.97765	81.26176	99.83389	82.77259	33.94527	43.15689
2018-05-05 22:16:00	359043379931766270	1.00000	12.99569	12.37857	10.11964	16.52475	8.48159	11.85844	9.85634	79.14330	52.48613	57.32787	85.88099	60.71638	28.85296	50.38733	66.17789	85.10244	61.58871	9.74191	24.93936	51.61329
2018-05-05 22:17:00	8630330696303481131	1.00000	13.91971	9.72704	12.82394	15.26071	10.39170	12.39460	11.96158	49.60049	61.93386	72.94211	69.64565	77.38848	98.93067	8.55143	3.99761	74.90564	45.44974	7.18390	95.34467	8.03494
2018-05-05 22:18:00	863033069630348727	1.00000	16.80409	10.45861	11.71809	12.90504	13.46507	13.25579	12.30414	51.93341	31.45020	33.57172	45.38623	2.20505	73.21015	29.52675	86.73351	33.40441	13.02947	35.22087	29.30631	4.43848
2018-05-05 22:19:00	359043379931766783	0.00000	8.72388	15.97985	11.86131	12.21300	11.38738	12.10576	11.97490	41.29634	66.45314	89.15539	94.17587	15.10533	88.29724	98.69997	15.85406	5.68950	8.63369	22.24154	60.91677	57.98269
2018-05-05 22:20:00	3590433799317662295	1.00000	14.45352	7.08462	8.73081	10.04995	10.88722	12.81263	11.88469	52.46532	53.60213	46.81407	91.27581	74.73331	80.02636	10.16674	91.81508	28.17816	9.18633	88.72804	4.52103	36.17827
2018-05-05 22:21:00	863033069630348768	0.00000	11.94814	13.29234	7.64370	12.27996	15.24497	13.22779	11.55694	56.16299	46.98292	47.18322	10.95076	81.07209	45.27189	92.82426	62.88126	9.39010	40.34189	82.24433	16.56835	1.01233
2018-05-05 22:22:00	359043379931766684	0.00000	10.76986	10.15545	12.59752	13.90662	6.74577	14.47455	8.89722	42.52313	45.16868	37.37331	17.22458	41.71687	86.03637	22.20845	67.97128	17.40934	37.44329	65.03788	21.63141	69.16061
2018-05-05 22:23:00	8630330696303481974	1.00000	14.21279	9.04876	10.00946	12.26646	8.04213	14.24526	10.73871	66.34009	57.54852	28.85612	83.25592	20.66597	27.95212	28.27812	83.08455	53.95981	77.95271	12.51649	30.26472	59.23064
2018-05-05 22:24:00	3590433799317662295	1.00000	9.22715	5.13354	11.14383	15.27788	4.90728	15.19653	6.02283	66.40680	57.30528	47.43789	49.64144	95.50205	64.20691	37.96991	72.03055	29.15369	49.70113	50.90214	78.47838	3.03643
2018-05-05 22:25:00	8630330696303482386	0.00000	7.47029	14.08319	10.19822	10.12389	12.01943	13.88749	14.22649	43.81289	37.66278	54.17647	57.86179	1.44987	90.22438	46.54626	61.42320	82.17491	26.19203	3.77371	4.96839	55.11479
2018-05-05 22:26:00	359043379931766445	1.00000	12.78374	9.65435	10.89626	15.95672	7.76799	12.94154	11.01313	52.60731	57.39321	57.38710	79.45453	47.63027	71.00667	38.38319	73.92188	89.45312	52.82326	64.88887	72.42040	51.03705
2018-05-05 22:27:00	863033069630348990	0.00000	14.04060	10.56254	9.95645	6.56374	10.09014	12.58039	14.10774	46.08654	60.18411	55.98109	71.80360	61.72283	88.32043	77.86671	97.16486	96.05960	50.93744	18.23145	65.09841	19.73218
2018-05-05 22:28:00	863033069630348719	1.00000	13.24140	7.90778	6.42061	16.24028	10.41101	12.80936	6.81720	68.03937	49.00730	43.62658	22.43513	73.41623	98.60542	21.27184	50.91904	45.08198	68.83637	66.64568	54.05579	78.33159
2018-05-05 22:29:00	3590433799317661826	1.00000	17.64357	15.32569	14.38366	9.46513	11.87648	10.06454	15.69455	45.25657	57.52484	48.87539	64.22488	27.73457	29.01328	37.36030	87.17940	12.74121	69.12776	64.14894	9.82398	6.83895
2018-05-05 22:30:00	3590433799317662006	1.00000	9.97015	6.28241	13.03875	16.19568	7.87540	14.86396	7.53012	37.10355	52.67065	45.00541	90.87855	30.03355	46.44653	6.79981	77.12126	66.62949	94.64493	1.10909	6.12981	21.80541
2018-05-05 22:31:00	863033069630348537	1.00000	9.75467	8.43504	13.94571	14.18201	10.15472	10.39515	8.36865	45.72871	31.92195	59.72293	22.96657	59.66815	32.23656	90.03296	34.22105	36.57880	76.78633	38.46019	91.20481	43.92472
2018-05-05 22:32:00	3590433799317662261	1.00000	12.83971	8.06530	8.47881	10.65653	12.49279	13.75778	9.86656	57.71534	33.12093	38.77753	1.04704	54.51841	17.91324	62.18876	5.33070	84.34578	91.74195	17.58570	29.65104	8.29257
2018-05-05 22:33:00	359043379931766106	1.00000	11.08950	13.20028	14.96375	14.03226	9.42393	14.44367	10.55572	61.26390	57.33286	47.20813	68.73990	6.95145	76.63115	71.91036	40.43200	9.70461	14.04752	17.39836	94.37656	32.88188
2018-05-05 22:34:00	3590433799317662485	1.00000	12.80674	9.07092	10.95530	13.37476	10.38445	15.44640	9.75701	58.64255	48.86246	9.93417	85.08946	20.00969	86.11241	78.56991	35.13829	81.59755	34.41093	36.44136	82.53702	75.59043
2018-05-05 22:35:00	863033069630348305	1.00000	6.52144	13.28819	17.17664	15.61996	8.65628	13.14994	9.39721	59.48820	35.60736	41.90609	37.92314	36.19029	20.60383	17.96271	51.61016	35.27849	95.30823	33.71660	59.08774	37.96270
2018-05-05 22:36:00	359043379931766643	1.00000	15.90287	11.68094	13.39092	13.72991	10.31798	12.01247	11.67921	57.20271	44.26780	48.35438	83.72087	48.16873	56.94891	34.06856	94.21316	32.33649	58.74806	10.34754	74.05475	6.57954
2018-05-05 22:37:00	863033069630348107	1.00000	12.17853	10.37993	11.53733	11.27863	12.70855	9.78032	13.87221	68.07318	47.67330	43.12940	12.64538	37.95707	58.00094	6.49374	3.90082	27.73777	2.68115	32.18147	55.18512	7.78293
2018-05-05 22:38:00	863033069630348131	1.00000	13.42343	10.22878	6.70698	10.57706	11.41876	15.84110	10.34031	74.45822	45.75692	48.44721	82.80062	28.11267	27.29571	78.88477	20.43855	47.88984	43.66158	56.65260	97.13463	55.63090
2018-05-05 22:39:00	8630330696303481545	1.00000	9.64308	9.48876	12.06797	12.75130	10.03814	15.39155	9.10430	39.01901	28.76941	57.53431	34.95171	11.17988	67.46782	91.98583	7.58799	11.25540	29.31216	85.02041	43.13365	27.25838
2018-05-05 22:40:00	3590433799317661990	0.00000	15.72963	13.77530	14.43524	5.66160	8.94705	8.40724	11.02057	56.92175	69.58314	48.35177	68.57651	54.36198	86.61148	20.42306	92.99214	60.16030	76.54349	16.94222	11.50009	54.45782
2018-05-05 22:41:00	8630330696303481594	1.00000	13.51052	8.30001	9.67402	14.35277	7.82380	15.91195	6.64522	69.09710	43.21062	48.00425	86.21753	49.73279	54.98582	59.31526	30.39785	99.83202	29.26719	7.75391	42.25001	85.99204
2018-05-05 22:42:00	8630330696303482436	1.00000	15.50153	12.07419	9.62917	17.28480	12.95494	11.45392	12.08238	53.52350	55.94791	37.67522	76.31399	62.54954	55.04533	57.09496	68.53148	64.66048	55.40070	50.44247	21.92102	94.90470
2018-05-05 22:43:00	8630330696303482311	0.00000	9.99523	13.60019	11.74889	10.29434	14.69428	15.95436	13.51616	42.20383	44.83382	73.52899	25.01312	49.03068	85.80922	53.35389	21.05233	30.09667	75.38081	1.67484	84.12726	26.72714
2018-05-05 22:44:00	8630330696303481974	0.00000	10.72793	13.37316	13.76267	12.30276	7.07110	12.38893	14.61256	49.65011	63.06056	44.06123	18.10956	14.45232	20.26083	14.56087	90.87153	3.86263	89.30279	97.21806	9.37111	60.13966
2018-05-05 22:45:00	863033069630348115	0.00000	14.33572	16.79281	18.51019	12.69311	10.45837	4.83893	12.75237	64.28896	46.61174	68.21445	40.03064	62.96271	15.93243	72.05326	28.16820	72.61777	0.00000	23.82917	84.54843	24.41875
2018-05-05 22:46:00	863033069630348651	0.00000	13.17809	9.40558	12.48892	17.43415	9.57356	11.47968	9.78439	53.56412	52.43904	54.59919	71.60191	94.27128	88.48419	55.06772	76.71351	86.36186	77.59755	9.51374	73.78008	78.77195
2018-05-05 22:47:00	8630330696303481156	0.00000	9.01687	15.93381	8.61153	10.04041	15.21978	14.91823	14.01463	65.34542	61.54473	56.16719	78.33982	58.84210	2.49530	37.49483	42.78984	97.76784	0.65265	15.12872	77.98577	5.78237
2018-05-05 22:48:00	359043379931766437	0.00000	13.93367	14.11383	15.79921	9.97788	9.70111	12.31033	16.51390	55.08000	43.27418	41.21430	3.32260	16.90566	87.33588	49.57996	71.47467	46.38414	83.36312	24.90292	87.06611	24.31623
2018-05-05 22:49:00	863033069630348610	1.00000	9.70866	12.25774	16.44104	10.00859	11.59759	18.75744	10.01838	58.73421	48.79295	50.57237	97.57696	72.86348	92.44708	80.00567	44.17098	64.12341	66.87912	89.27732	0.31452	39.19414
2018-05-05 22:50:00	3590433799317662287	1.00000	15.26208	7.23121	12.64452	16.27333	8.22407	11.94169	12.71503	73.15263	64.97290	49.16458	75.97763	96.45504	4.68066	85.66571	49.65946	5.56484	49.90781	63.22731	79.18262	30.24157
2018-05-05 22:51:00	3590433799317661107	0.00000	10.05879	18.20767	11.65140	10.19904	14.27162	15.74603	11.20746	68.55879	49.73942	44.65223	68.22522	76.40879	93.85956	36.01808	70.34074	89.85623	78.20000	89.20199	74.04529	39.87237
2018-05-05 22:52:00	863033069630348750	0.00000	11.34130	10.09458	8.57720	11.42436	15.58932	13.11449	14.83901	52.12553	66.50510	74.68007	12.04630	76.45836	29.14963	67.64632	5.83740	74.75684	90.83685	44.05406	27.59748	92.47766
2018-05-05 22:53:00	359043379931766056	0.00000	15.45026	16.37266	11.09376	11.23434	11.91614	13.63886	13.88409	65.07472	51.56896	57.25054	24.58898	83.70171	34.75332	68.70683	7.59814	19.00532	18.96699	48.44080	15.63505	11.93412
2018-05-05 22:54:00	8630330696303481156	0.00000	11.59929	14.22693	15.12559	12.34033	11.68770	9.46893	16.08152	50.68810	60.91885	64.49044	70.47263	73.80748	42.23262	84.74117	12.05021	89.58555	79.04460	94.95138	31.25750	67.90619
2018-05-05 22:55:00	3590433799317662428	0.00000	5.21519	15.42501	9.94945	8.01028	9.61821	12.32992	14.94446	56.96999	46.92514	27.65678	94.65126	88.35079	72.99382	77.32985	45.83841	10.99225	42.07369	48.64907	4.21043	82.27368
2018-05-05 22:56:00	359043379931766213	1.00000	13.81170	12.43567	11.83631	18.15586	10.51648	11.70130	9.86480	56.42480	32.54757	47.65389	84.78125	72.74296	75.98269	8.21954	51.19891	60.96080	1.37076	44.37362	75.36613	58.27521
